customer_id,region,segment,industry,tenure_months,credit_limit,avg_balance,annual_spend,prior_late_count,days_since_last_order,orders_per_year,discount_rate,avg_order_value,noise_a,noise_b,days_to_pay,defaulted
C-02147,Mountain North,Resort,Hospitality,44,21363.8,7512.87,60298.27,3,44,17,5.75,3546.96,29.299,29.136,35.3,0
C-02148,Mountain Central,Outdoor Retail,Retail,13,35035.4,18378.64,167815.82,0,65,14,3.34,11986.84,29.333,25.68,34.6,0
C-02149,Mountain North,Outfitter,Recreation Services,35,36060.91,17421.61,165967.01,0,10,9,5.66,18440.78,72.144,85.406,29.5,0
C-02150,Mountain Central,Outfitter,Recreation Services,7,16587.09,6346.37,34778.87,1,27,17,6.54,2045.82,39.68,66.906,20.6,0
C-02151,Desert Southwest,Outdoor Retail,Retail,41,42625.34,21727.77,193492.36,1,62,7,6.55,27641.77,64.852,80.188,34.4,0
C-02152,Desert Southwest,Outdoor Retail,Retail,96,17797.35,5403.85,33065.43,0,9,19,3.21,1740.29,52.402,69.328,27.7,0
C-02153,Mountain Central,School District,Public Sector,51,63719.38,32178.24,361330.55,2,52,19,1.84,19017.4,72.836,6.363,54.4,0
C-02154,Mountain Central,Resort,Hospitality,28,27899.52,11339.71,80900.42,1,70,22,2.7,3677.29,70.377,9.693,38.5,0
C-02155,Mountain Central,School District,Public Sector,26,22296.51,7380.42,40404.6,2,6,3,2.22,13468.2,37.443,26.004,41.0,0
C-02156,Mountain Central,Outdoor Retail,Retail,27,27001.54,10484.92,61512.45,2,103,4,1.31,15378.11,50.097,7.143,34.4,0
C-02157,Mountain Central,Outfitter,Recreation Services,47,34296.99,13744.87,95757.6,0,8,17,5.13,5632.8,56.491,30.513,11.9,0
C-02158,Mountain Central,Outdoor Retail,Retail,45,25001.9,9432.25,57132.05,2,43,23,3.97,2484.0,31.721,49.795,33.9,0
C-02159,Desert Southwest,Outfitter,Recreation Services,18,51140.07,28431.28,297958.96,4,31,8,4.21,37244.87,58.903,57.662,52.6,1
C-02160,Mountain Central,Outfitter,Recreation Services,28,73430.66,38924.81,400884.96,0,34,19,7.38,21099.21,52.074,82.623,38.9,0
C-02161,Mountain North,Outdoor Retail,Retail,8,10683.76,1877.52,7094.77,1,34,5,3.9,1418.95,34.456,72.151,16.0,0
C-02162,Desert Southwest,Outdoor Retail,Retail,32,23893.82,9366.92,82589.64,2,36,22,5.59,3754.07,66.934,33.336,24.0,0
C-02163,Desert Southwest,Outdoor Retail,Retail,24,46637.12,27813.45,298741.15,2,7,29,8.49,10301.42,54.623,62.566,32.3,0
C-02164,Desert Southwest,School District,Public Sector,9,26630.98,9956.14,62766.69,2,27,13,4.94,4828.21,40.769,35.951,41.2,0
C-02165,Mountain North,Resort,Hospitality,13,33041.81,16137.87,134264.31,1,11,19,3.86,7066.54,45.779,26.255,30.5,0
C-02166,Mountain North,Outfitter,Recreation Services,30,30175.93,11798.1,89851.04,3,12,12,5.7,7487.59,46.805,99.506,25.6,0
C-02167,Mountain Central,School District,Public Sector,4,38283.78,16173.98,131603.89,3,38,10,3.19,13160.39,50.027,52.185,38.4,0
C-02168,Desert Southwest,Outdoor Retail,Retail,32,35013.31,14153.09,110835.97,0,23,7,4.58,15833.71,48.205,30.056,30.0,0
C-02169,Mountain Central,Outdoor Retail,Retail,5,102483.66,73628.94,872248.75,1,26,22,4.57,39647.67,76.512,12.271,80.5,0
C-02170,Desert Southwest,Outdoor Retail,Retail,14,10666.44,3825.83,20947.17,2,87,12,3.99,1745.6,73.235,94.947,19.9,1
C-02171,Mountain Central,Outfitter,Recreation Services,41,30051.15,12575.57,95239.31,2,71,14,6.4,6802.81,51.285,38.364,29.6,1
C-02172,Mountain Central,Outfitter,Recreation Services,39,45868.24,23519.9,189661.57,1,26,12,4.89,15805.13,48.767,98.665,32.0,0
C-02173,Mountain Central,School District,Public Sector,26,45773.56,24093.94,226199.31,1,52,15,1.31,15079.95,78.776,57.568,47.9,1
C-02174,Desert Southwest,School District,Public Sector,23,13393.73,3485.56,14117.72,3,13,6,0.0,2352.95,55.654,11.212,45.5,0
C-02175,Mountain Central,Outdoor Retail,Retail,20,53167.26,33968.7,328874.68,1,56,23,2.76,14298.9,42.561,35.832,39.7,0
C-02176,Mountain Central,School District,Public Sector,10,46692.85,22022.15,214646.04,3,14,7,1.13,30663.72,69.183,99.306,60.7,0
C-02177,Mountain North,Resort,Hospitality,51,37808.53,12904.74,111142.51,2,48,11,2.15,10103.86,58.768,73.031,26.5,0
C-02178,Mountain North,School District,Public Sector,21,37662.62,17305.57,126326.69,1,39,13,3.1,9717.44,58.362,77.465,37.8,0
C-02179,Mountain North,School District,Public Sector,28,80921.59,45414.75,476392.22,2,47,24,5.87,19849.68,64.709,78.376,65.5,1
C-02180,Mountain North,Outdoor Retail,Retail,16,17111.99,5624.02,39501.37,1,33,9,6.38,4389.04,58.767,12.877,20.8,0
C-02181,Mountain North,Outdoor Retail,Retail,8,28658.65,12474.04,122208.36,2,37,12,4.7,10184.03,59.927,91.703,16.9,0
C-02182,Mountain North,School District,Public Sector,22,28165.12,9636.01,77727.53,2,48,11,0.0,7066.14,37.82,35.43,44.2,0
C-02183,Mountain North,Outdoor Retail,Retail,20,43914.65,22683.54,222655.39,3,66,12,6.37,18554.62,37.301,69.123,47.6,1
C-02184,Mountain Central,School District,Public Sector,7,54759.15,22434.73,195220.35,0,14,24,4.38,8134.18,53.375,41.536,46.5,0
C-02185,Mountain Central,School District,Public Sector,71,25359.72,8077.86,63051.46,1,11,11,1.78,5731.95,42.515,31.251,28.0,0
C-02186,Mountain Central,School District,Public Sector,16,23289.02,7761.1,62353.07,0,90,11,0.01,5668.46,50.812,88.218,44.3,0
C-02187,Mountain North,Outfitter,Recreation Services,13,23533.82,8984.84,49968.17,3,47,4,5.1,12492.04,68.701,79.218,44.1,0
C-02188,Mountain Central,School District,Public Sector,25,21403.65,9184.26,58900.87,0,29,11,2.73,5354.62,55.187,44.257,22.9,0
C-02189,Mountain North,School District,Public Sector,28,54599.39,19802.19,160992.91,3,31,22,4.88,7317.86,30.763,59.771,44.5,0
C-02190,Mountain Central,Outfitter,Recreation Services,61,47454.85,26268.08,224110.78,2,34,36,4.63,6225.3,55.849,54.313,37.6,1
C-02191,Mountain Central,Outdoor Retail,Retail,40,26586.13,12724.61,96982.44,3,65,28,3.36,3463.66,30.918,84.388,30.9,0
C-02192,Mountain North,Outdoor Retail,Retail,17,38046.25,18500.1,158173.93,5,41,20,4.05,7908.7,44.059,80.262,39.5,1
C-02193,Mountain North,Outdoor Retail,Retail,40,38390.67,19595.06,173454.27,1,39,20,3.27,8672.71,64.7,33.765,28.2,0
C-02194,Mountain Central,Outfitter,Recreation Services,81,44453.06,21182.8,210444.9,4,30,9,7.06,23382.77,48.978,23.252,41.8,1
C-02195,Mountain North,School District,Public Sector,55,123338.1,72320.76,855265.39,3,14,20,4.31,42763.27,41.078,41.761,98.4,0
C-02196,Mountain North,Resort,Hospitality,27,71615.5,42992.38,385655.24,1,96,17,1.0,22685.6,30.807,86.393,59.4,0
C-02197,Mountain Central,Outdoor Retail,Retail,28,52081.83,26140.25,245420.29,1,11,13,3.58,18878.48,54.287,99.076,55.8,0
C-02198,Mountain North,Outdoor Retail,Retail,36,8037.83,1550.43,5882.8,0,10,22,4.81,267.4,73.07,21.637,10.2,0
C-02199,Desert Southwest,Outdoor Retail,Retail,42,20776.6,10461.57,71904.03,3,81,11,2.93,6536.73,40.709,53.977,17.4,0
C-02200,Desert Southwest,Outdoor Retail,Retail,29,38958.2,19225.32,125183.39,3,51,18,0.45,6954.63,55.953,17.501,57.6,1
C-02201,Mountain North,Outfitter,Recreation Services,34,21491.9,9207.51,61716.44,0,42,5,7.54,12343.29,45.99,38.325,23.4,1
C-02202,Mountain Central,Outdoor Retail,Retail,37,70752.85,39213.29,415890.87,0,29,25,4.33,16635.63,57.418,21.685,40.6,0
C-02203,Mountain North,School District,Public Sector,15,41185.4,21184.24,156578.87,1,151,17,1.09,9210.52,66.618,69.159,51.7,0
C-02204,Mountain Central,Resort,Hospitality,23,53032.79,28450.3,284408.98,2,17,17,3.88,16729.94,71.623,67.341,42.8,0
C-02205,Desert Southwest,Resort,Hospitality,11,30779.17,15107.94,110007.26,4,21,10,2.49,11000.73,39.402,16.553,48.5,1
C-02206,Mountain Central,Resort,Hospitality,13,15920.61,4496.53,27825.33,2,23,21,2.81,1325.02,69.382,55.118,8.8,0
C-02207,Mountain North,Outdoor Retail,Retail,82,33567.21,15527.05,116067.74,0,85,6,4.05,19344.62,70.598,75.821,25.3,0
C-02208,Mountain North,Resort,Hospitality,45,52026.32,28509.28,298788.77,2,20,21,1.62,14228.04,62.054,38.864,49.2,0
C-02209,Mountain Central,School District,Public Sector,25,91687.38,55049.64,632488.82,3,28,28,1.64,22588.89,77.876,15.333,79.2,0
C-02210,Mountain North,Outdoor Retail,Retail,18,128982.56,79291.89,960909.52,1,62,38,0.53,25287.09,41.512,62.868,91.3,0
C-02211,Mountain Central,Outdoor Retail,Retail,6,6859.36,1905.8,4702.12,2,19,11,2.51,427.47,72.117,77.186,31.8,0
C-02212,Mountain Central,School District,Public Sector,42,33945.52,11721.39,111997.28,3,48,14,1.47,7999.81,45.07,66.093,42.2,0
C-02213,Mountain Central,Resort,Hospitality,14,16660.32,5849.79,40973.74,1,2,4,0.0,10243.43,51.279,26.737,26.8,0
C-02214,Mountain Central,Outfitter,Recreation Services,37,25801.23,7510.16,42131.26,0,6,13,3.86,3240.87,59.972,85.392,23.7,0
C-02215,Desert Southwest,Outdoor Retail,Retail,33,23391.45,9068.71,84124.23,0,50,9,3.33,9347.14,43.15,55.064,18.6,0
C-02216,Mountain North,Outdoor Retail,Retail,39,46774.92,25456.51,198927.01,4,27,16,4.72,12432.94,55.934,69.444,44.0,1
C-02217,Mountain Central,Resort,Hospitality,11,21007.66,10327.77,76833.52,1,6,27,3.62,2845.69,49.679,15.427,14.4,0
C-02218,Desert Southwest,Outfitter,Recreation Services,12,243450.48,199127.87,2869260.89,1,46,66,8.22,43473.65,66.96,15.677,178.8,0
C-02219,Mountain Central,Outdoor Retail,Retail,21,33520.21,13869.84,93096.31,1,32,17,2.9,5476.25,50.457,19.722,22.7,0
C-02220,Desert Southwest,Outdoor Retail,Retail,25,82383.93,60535.33,698464.28,2,33,34,5.33,20543.07,23.018,59.263,73.4,1
C-02221,Mountain Central,Outfitter,Recreation Services,18,16795.29,5622.83,27021.23,3,63,16,5.37,1688.83,38.944,1.906,21.3,1
C-02222,Mountain North,Outdoor Retail,Retail,38,104726.45,72273.7,893480.14,1,55,23,2.86,38846.96,52.459,9.615,64.6,0
C-02223,Desert Southwest,Resort,Hospitality,4,25929.91,10416.74,65276.72,1,64,15,2.12,4351.78,61.298,46.563,29.4,0
C-02224,Mountain Central,School District,Public Sector,33,55334.4,23574.6,263180.55,3,36,30,3.58,8772.68,67.383,88.196,53.6,1
C-02225,Mountain Central,Resort,Hospitality,30,50936.35,25362.84,229808.03,0,7,17,5.98,13518.12,45.599,19.995,29.6,1
C-02226,Mountain Central,School District,Public Sector,3,11174.46,3166.33,17032.27,0,10,21,2.07,811.06,51.743,26.549,21.3,0
C-02227,Desert Southwest,Resort,Hospitality,73,83714.56,59143.47,666065.13,3,40,23,3.91,28959.35,59.207,59.391,70.4,1
C-02228,Mountain Central,Resort,Hospitality,34,33820.61,18195.57,170875.34,2,31,5,1.11,34175.07,51.225,63.156,43.7,0
C-02229,Desert Southwest,School District,Public Sector,86,37556.76,18255.22,172130.11,1,84,14,0.0,12295.01,23.406,98.469,56.2,0
C-02230,Desert Southwest,Outdoor Retail,Retail,10,32657.73,12476.11,118395.69,2,19,11,3.38,10763.24,69.746,87.092,24.5,0
C-02231,Desert Southwest,Outdoor Retail,Retail,25,25313.09,10564.97,75320.55,2,40,16,6.93,4707.53,55.281,48.863,43.2,0
C-02232,Mountain Central,Outdoor Retail,Retail,28,33654.6,14166.36,99508.7,4,8,12,2.4,8292.39,46.16,8.126,30.6,0
C-02233,Mountain Central,Resort,Hospitality,11,34899.58,13260.19,116601.62,0,104,14,1.26,8328.69,58.055,95.598,28.0,0
C-02234,Mountain North,School District,Public Sector,41,26323.34,11182.45,78676.55,3,48,7,0.0,11239.51,53.589,14.438,45.1,0
C-02235,Mountain Central,Outdoor Retail,Retail,6,46497.39,25550.32,240233.93,1,74,10,3.79,24023.39,32.171,9.233,36.4,0
C-02236,Desert Southwest,Outdoor Retail,Retail,7,16975.44,4991.42,24239.07,2,43,11,4.57,2203.55,65.172,85.397,25.8,0
C-02237,Desert Southwest,School District,Public Sector,12,55894.68,27489.69,269894.12,1,51,20,4.46,13494.71,58.454,31.183,45.0,0
C-02238,Mountain Central,School District,Public Sector,6,28441.39,11904.52,81094.15,1,20,21,1.89,3861.63,60.002,15.962,42.2,0
C-02239,Desert Southwest,Outdoor Retail,Retail,1,16109.1,7025.84,42378.71,1,10,15,3.94,2825.25,59.88,27.647,19.7,0
C-02240,Mountain Central,Resort,Hospitality,50,47209.28,28543.03,273422.67,3,2,14,7.17,19530.19,62.16,3.96,40.3,0
C-02241,Mountain North,Outfitter,Recreation Services,72,45118.95,25434.98,218340.46,2,47,12,8.02,18195.04,33.408,51.433,36.3,0
C-02242,Mountain Central,Outdoor Retail,Retail,66,98767.78,56773.89,631169.63,4,20,25,4.23,25246.79,51.425,96.28,74.1,1
C-02243,Mountain Central,Outdoor Retail,Retail,49,61017.05,29540.42,346248.14,3,39,32,4.97,10820.25,77.844,0.036,44.7,0
C-02244,Mountain Central,School District,Public Sector,68,30878.93,14680.45,120647.25,0,35,9,2.72,13405.25,57.837,70.543,29.2,0
C-02245,Mountain North,Outdoor Retail,Retail,49,47393.13,20618.31,180762.22,1,35,11,5.12,16432.93,47.631,88.101,22.6,0
C-02246,Mountain Central,Resort,Hospitality,34,31677.16,14930.83,98870.64,1,47,10,4.14,9887.06,57.853,34.006,41.3,0
C-02247,Mountain North,Resort,Hospitality,42,30017.17,11871.07,89627.88,0,30,19,1.53,4717.26,48.466,73.664,19.3,0
C-02248,Mountain North,Outfitter,Recreation Services,50,32666.31,17682.2,142910.08,2,55,21,4.54,6805.24,42.429,64.853,28.8,0
C-02249,Desert Southwest,Resort,Hospitality,20,20534.07,8941.2,73834.49,6,58,6,3.15,12305.75,62.118,97.986,58.2,0
C-02250,Mountain North,Resort,Hospitality,14,42229.41,22690.0,241871.07,1,52,15,3.91,16124.74,59.203,24.993,44.7,1
C-02251,Mountain North,School District,Public Sector,72,59868.3,31324.47,360754.62,0,28,16,2.39,22547.16,33.392,42.959,54.9,0
C-02252,Mountain Central,School District,Public Sector,36,17708.92,8207.76,48688.59,4,14,14,2.25,3477.76,47.033,94.99,49.4,0
C-02253,Mountain Central,Outdoor Retail,Retail,73,66364.71,38446.26,429378.92,2,23,37,4.03,11604.84,49.625,69.265,51.0,0
C-02254,Mountain Central,Outdoor Retail,Retail,33,17233.44,5243.34,30923.25,1,53,40,7.35,773.08,36.456,64.14,15.6,0
C-02255,Mountain Central,Outdoor Retail,Retail,10,27571.38,12530.01,92352.65,1,33,9,4.28,10261.41,64.659,11.279,31.6,0
C-02256,Desert Southwest,Resort,Hospitality,28,24585.01,8960.87,88106.0,1,62,9,4.4,9789.56,63.566,89.59,27.6,0
C-02257,Mountain North,Outdoor Retail,Retail,18,41614.8,19792.97,169632.4,1,60,7,4.03,24233.2,50.465,91.447,36.6,0
C-02258,Mountain Central,Outdoor Retail,Retail,5,37011.25,18000.05,160384.07,1,60,15,4.09,10692.27,14.455,42.077,37.2,0
C-02259,Desert Southwest,Outdoor Retail,Retail,23,53539.81,27703.34,284117.56,3,8,8,4.3,35514.69,44.494,20.087,55.2,0
C-02260,Mountain North,Resort,Hospitality,31,75758.48,37667.46,361967.72,0,62,31,2.36,11676.38,50.376,36.037,49.0,0
C-02261,Mountain Central,Outfitter,Recreation Services,21,47981.99,21392.4,202845.47,0,45,18,8.54,11269.19,37.53,21.517,23.4,0
C-02262,Mountain North,Resort,Hospitality,33,42631.67,20953.61,206501.18,2,9,23,0.0,8978.31,88.121,2.748,29.8,0
C-02263,Mountain Central,Outdoor Retail,Retail,32,29303.94,12766.7,102806.39,2,40,21,4.26,4895.54,73.093,64.429,29.1,0
C-02264,Mountain North,Outdoor Retail,Retail,17,66747.76,33670.17,289662.33,2,20,22,3.27,13166.47,78.263,3.205,50.6,0
C-02265,Desert Southwest,Outdoor Retail,Retail,28,23751.64,9592.58,72042.76,2,81,8,2.19,9005.34,46.173,46.571,35.2,0
C-02266,Mountain Central,Outfitter,Recreation Services,5,29653.38,16068.81,145203.57,1,26,16,6.44,9075.22,53.697,2.797,27.0,0
C-02267,Desert Southwest,School District,Public Sector,24,37195.53,18946.02,169849.99,1,78,23,0.44,7384.78,41.04,99.359,46.6,1
C-02268,Mountain North,Outdoor Retail,Retail,44,20802.23,6810.97,39492.04,1,74,13,2.67,3037.85,38.112,82.913,22.4,0
C-02269,Desert Southwest,Outdoor Retail,Retail,10,33077.47,11344.8,98726.87,1,10,8,6.84,12340.86,103.896,60.337,20.2,0
C-02270,Desert Southwest,Resort,Hospitality,9,46213.67,20663.24,161654.6,2,30,7,4.74,23093.51,31.632,82.137,30.5,1
C-02271,Desert Southwest,Outdoor Retail,Retail,20,27000.21,9894.32,72369.0,2,21,9,3.31,8041.0,46.557,11.944,17.5,0
C-02272,Mountain Central,Resort,Hospitality,22,33078.06,17846.26,160076.44,4,32,15,3.35,10671.76,82.466,77.789,45.0,1
C-02273,Desert Southwest,School District,Public Sector,27,40405.7,19395.41,175404.42,1,21,17,2.44,10317.91,58.025,30.62,36.3,0
C-02274,Desert Southwest,Outdoor Retail,Retail,39,157754.2,116222.18,1670744.29,1,17,57,2.28,29311.3,43.713,62.266,132.7,0
C-02275,Desert Southwest,Outdoor Retail,Retail,28,18293.95,8544.09,57940.15,1,51,7,2.81,8277.16,13.943,58.602,34.3,0
C-02276,Desert Southwest,Outdoor Retail,Retail,40,30378.32,15134.45,115798.86,2,31,12,3.72,9649.9,42.759,2.656,33.5,0
C-02277,Mountain North,Outdoor Retail,Retail,40,18880.06,7105.71,59863.47,0,23,8,1.31,7482.93,42.027,3.836,29.5,0
C-02278,Mountain North,Outfitter,Recreation Services,31,52729.37,26386.1,231721.52,2,32,17,2.82,13630.68,39.38,19.887,43.8,0
C-02279,Desert Southwest,School District,Public Sector,34,66064.61,41679.91,463743.38,2,44,17,2.79,27279.02,45.458,69.987,61.6,0
C-02280,Mountain Central,Resort,Hospitality,12,64531.25,33642.44,344914.6,3,27,23,5.72,14996.29,41.016,59.212,52.4,0
C-02281,Desert Southwest,Outdoor Retail,Retail,41,24448.57,10741.48,76605.9,2,35,18,0.64,4255.88,20.199,72.032,23.6,0
C-02282,Mountain Central,School District,Public Sector,59,121870.69,86231.67,1173435.86,0,39,47,2.44,24966.72,30.847,27.727,95.0,0
C-02283,Mountain North,School District,Public Sector,39,28483.47,13626.35,92910.35,0,22,5,3.2,18582.07,45.185,14.5,28.7,0
C-02284,Mountain Central,Outfitter,Recreation Services,48,24105.14,11994.95,81255.96,3,40,21,5.68,3869.33,67.579,87.509,36.4,1
C-02285,Mountain Central,Resort,Hospitality,25,13384.17,3871.05,18550.13,0,4,9,1.48,2061.13,52.643,65.803,20.5,0
C-02286,Desert Southwest,Outdoor Retail,Retail,27,49523.33,24134.34,210202.72,1,26,14,4.9,15014.48,64.553,32.056,33.4,0
C-02287,Mountain Central,School District,Public Sector,74,57080.47,30281.5,312483.06,1,29,10,3.75,31248.31,57.016,19.46,46.8,0
C-02288,Desert Southwest,Outdoor Retail,Retail,37,32577.64,16958.0,134556.02,3,11,31,6.37,4340.52,49.942,77.875,30.7,1
C-02289,Mountain Central,Outdoor Retail,Retail,33,73367.94,47909.08,489879.4,0,9,26,5.86,18841.52,45.434,99.333,44.7,0
C-02290,Desert Southwest,School District,Public Sector,25,24580.73,8915.69,68818.76,3,24,15,4.13,4587.92,32.148,42.048,28.1,1
C-02291,Desert Southwest,Resort,Hospitality,42,28937.81,13354.73,123706.79,3,41,9,4.02,13745.2,50.706,39.817,37.3,1
C-02292,Desert Southwest,School District,Public Sector,35,38073.83,19650.18,163306.75,1,21,8,0.52,20413.34,49.558,51.165,51.4,0
C-02293,Desert Southwest,Outdoor Retail,Retail,3,21505.05,9029.79,62000.88,0,9,19,4.21,3263.2,50.199,6.806,13.7,0
C-02294,Desert Southwest,Resort,Hospitality,68,41149.07,20616.43,162347.79,3,53,13,4.46,12488.29,80.359,60.699,44.6,0
C-02295,Desert Southwest,Outdoor Retail,Retail,6,31172.99,11892.99,90896.85,2,22,12,0.0,7574.74,45.67,29.196,35.5,0
C-02296,Mountain North,Outdoor Retail,Retail,32,57241.42,25351.92,243276.97,1,44,14,5.65,17376.93,49.969,13.275,28.9,0
C-02297,Mountain North,School District,Public Sector,11,34366.21,11672.46,95846.43,5,21,11,2.87,8713.31,54.507,65.157,48.6,0
C-02298,Mountain North,Outdoor Retail,Retail,5,5833.68,908.55,2643.62,1,57,13,5.54,203.36,39.472,13.644,12.5,0
C-02299,Mountain Central,School District,Public Sector,49,21891.58,6538.46,46363.88,2,16,24,3.82,1931.83,58.598,21.752,17.3,0
C-02300,Mountain North,Resort,Hospitality,16,45969.55,21558.52,222818.33,3,20,10,3.83,22281.83,73.465,18.015,43.0,1
C-02301,Mountain North,School District,Public Sector,13,51941.97,40841.19,361122.46,0,40,14,1.98,25794.46,45.272,92.111,57.2,0
C-02302,Mountain Central,School District,Public Sector,18,32957.79,17637.19,116881.81,3,50,28,3.12,4174.35,67.763,13.922,48.5,0
C-02303,Mountain Central,Outdoor Retail,Retail,40,29048.04,13229.52,116133.49,2,19,24,5.21,4838.9,70.972,9.528,29.3,0
C-02304,Mountain North,Outdoor Retail,Retail,60,41383.51,21983.47,210312.64,2,46,19,4.52,11069.09,37.374,28.552,36.0,0
C-02305,Desert Southwest,School District,Public Sector,17,9238.71,1526.04,4736.62,2,24,10,3.49,473.66,29.067,57.268,33.9,0
C-02306,Mountain Central,Outfitter,Recreation Services,39,39090.78,19166.12,157770.82,2,15,9,4.38,17530.09,81.284,23.6,22.9,0
C-02307,Mountain North,Resort,Hospitality,52,24643.48,12791.6,96337.63,3,9,8,3.28,12042.2,70.287,92.856,22.6,1
C-02308,Mountain North,Outfitter,Recreation Services,30,128808.05,94536.76,1043925.07,0,29,28,4.86,37283.04,53.56,44.932,85.9,0
C-02309,Desert Southwest,Outfitter,Recreation Services,13,57957.74,32411.95,350511.04,4,13,22,4.95,15932.32,50.526,27.674,53.1,0
C-02310,Desert Southwest,Outdoor Retail,Retail,22,79543.04,48131.18,472973.21,4,42,19,5.84,24893.33,72.256,43.498,67.2,1
C-02311,Desert Southwest,School District,Public Sector,22,15264.49,6203.66,32729.99,0,58,25,4.7,1309.2,55.581,54.757,22.0,0
C-02312,Desert Southwest,Outdoor Retail,Retail,52,16519.57,2870.73,10625.61,2,29,15,4.43,708.37,36.721,99.296,14.2,0
C-02313,Mountain Central,Outdoor Retail,Retail,53,47121.66,22923.17,231076.1,1,18,15,3.76,15405.07,57.426,13.243,28.0,0
C-02314,Mountain Central,School District,Public Sector,5,26312.1,12087.96,64885.63,3,26,7,2.11,9269.38,49.059,75.037,31.9,1
C-02315,Mountain Central,Outdoor Retail,Retail,77,26523.32,14192.62,98860.97,2,43,9,6.95,10984.55,47.481,1.993,44.1,0
C-02316,Mountain Central,Resort,Hospitality,106,67864.72,38683.49,387373.94,1,9,12,2.22,32281.16,41.321,30.45,57.2,0
C-02317,Mountain Central,School District,Public Sector,18,30031.81,9532.21,62055.18,2,16,2,3.64,31027.59,35.51,94.956,43.5,0
C-02318,Mountain North,Resort,Hospitality,46,44567.78,23752.33,229101.74,4,22,19,2.86,12057.99,42.764,24.882,51.5,0
C-02319,Mountain Central,School District,Public Sector,6,64520.51,36783.55,390842.76,1,18,19,1.09,20570.67,42.616,91.781,62.4,0
C-02320,Mountain Central,Resort,Hospitality,19,15983.12,6026.57,24427.38,2,5,22,5.0,1110.34,50.745,84.213,23.5,0
C-02321,Mountain North,School District,Public Sector,14,32483.02,11710.29,101931.15,0,53,7,0.7,14561.59,16.922,96.203,41.4,0
C-02322,Mountain Central,Outdoor Retail,Retail,14,70617.07,48401.63,437256.81,4,12,30,5.63,14575.23,54.991,71.395,66.4,1
C-02323,Mountain Central,Outdoor Retail,Retail,17,48289.81,28917.88,300805.26,3,23,9,2.43,33422.81,54.055,43.772,45.4,0
C-02324,Mountain North,Resort,Hospitality,22,31857.45,13139.85,93059.76,2,18,9,4.94,10339.97,48.133,86.569,38.1,0
C-02325,Desert Southwest,Resort,Hospitality,22,23538.63,7478.99,58912.05,3,48,11,1.43,5355.64,32.078,48.199,24.9,0
C-02326,Desert Southwest,School District,Public Sector,92,19196.54,7575.85,49995.52,2,43,12,0.0,4166.29,45.031,48.063,43.1,1
C-02327,Mountain Central,Outfitter,Recreation Services,14,38436.47,18599.09,174630.48,1,51,12,7.26,14552.54,53.859,30.158,23.6,0
C-02328,Desert Southwest,Outdoor Retail,Retail,28,18774.55,8834.58,70673.31,3,30,16,3.61,4417.08,34.192,48.105,36.0,0
C-02329,Desert Southwest,Outfitter,Recreation Services,19,42663.77,18790.43,169618.16,2,13,15,5.74,11307.88,55.015,78.642,35.6,1
C-02330,Mountain Central,Outdoor Retail,Retail,25,41318.48,17756.61,149865.34,2,15,11,3.9,13624.12,41.26,54.922,30.0,0
C-02331,Mountain North,Outdoor Retail,Retail,22,35945.68,18370.82,169429.94,4,25,14,5.27,12102.14,26.556,48.84,58.5,0
C-02332,Mountain Central,Outdoor Retail,Retail,74,111500.12,60298.68,677191.99,0,40,23,2.95,29443.13,48.414,55.28,66.4,0
C-02333,Desert Southwest,Outdoor Retail,Retail,58,15503.68,2960.91,12770.72,1,19,20,3.47,638.54,39.242,67.971,25.1,0
C-02334,Desert Southwest,Resort,Hospitality,25,32111.39,18167.24,148070.92,1,65,10,2.92,14807.09,59.817,54.423,38.4,0
C-02335,Desert Southwest,Resort,Hospitality,13,46514.61,19257.96,157006.69,0,15,11,2.91,14273.34,57.478,89.198,36.2,0
C-02336,Mountain North,Outdoor Retail,Retail,29,38651.46,19918.72,160686.53,2,37,15,2.53,10712.44,30.777,22.533,42.9,0
C-02337,Mountain North,Outfitter,Recreation Services,39,29452.11,9859.55,51203.86,1,9,27,7.94,1896.44,62.432,63.471,19.7,0
C-02338,Mountain Central,Resort,Hospitality,29,87587.8,51851.64,626516.31,4,4,19,4.64,32974.54,64.427,70.504,81.6,0
C-02339,Desert Southwest,Outfitter,Recreation Services,28,18179.14,6152.93,35813.84,1,29,12,4.45,2984.49,40.94,13.773,33.9,0
C-02340,Mountain Central,Resort,Hospitality,27,20324.95,7428.9,47677.82,2,92,12,4.11,3973.15,54.954,67.408,28.2,0
C-02341,Mountain North,Outdoor Retail,Retail,35,73639.37,43721.48,488947.38,3,10,27,7.14,18109.16,64.492,55.536,56.7,1
C-02342,Mountain North,Outdoor Retail,Retail,44,36359.48,16362.77,130189.4,0,30,13,4.53,10014.57,40.853,69.336,21.7,0
C-02343,Mountain Central,Outdoor Retail,Retail,15,29143.78,13853.45,97173.2,1,164,28,4.17,3470.47,47.431,45.287,11.7,0
C-02344,Mountain North,Resort,Hospitality,8,8144.43,1123.06,2131.21,2,33,13,6.3,163.94,59.266,9.882,10.3,0
C-02345,Mountain North,Outdoor Retail,Retail,71,49594.03,25218.6,229162.71,1,38,34,3.06,6740.08,34.347,7.569,37.3,0
C-02346,Mountain North,Outdoor Retail,Retail,73,61301.64,33063.6,288906.69,3,50,22,2.88,13132.12,64.645,27.863,58.6,0
